,Polarity,Sensitivity,Tweet_vol,Open,High,Low,Volume_BTC,Volume_Dollar,Close_Price
2018-07-20 15:00:00,0.10416287280578328,0.22643467088380403,6399.0,7466.15,7497.58,7431.1,318.68,2380183.59,7475.51
2018-07-20 16:00:00,0.10553985034667926,0.21745263970717474,6361.0,7475.51,7517.84,7447.21,290.96,2174703.55,7471.67
2018-07-20 17:00:00,0.09850890569577489,0.21561035761872477,6394.0,7471.46,7696.88,7463.39,1510.0,11439228.05,7463.39
2018-07-20 18:00:00,0.10134484567020713,0.23067609815253698,6217.0,7461.0,7492.15,7290.01,1046.06,7723792.29,7330.39
2018-07-20 19:00:00,0.09659720598948149,0.226286999012059,5433.0,7332.45,7388.0,7265.0,479.71,3516136.44,7357.98
2018-07-20 20:00:00,0.10229267973913325,0.2380914675633593,4785.0,7354.54,7380.99,7290.0,289.33,2122913.02,7344.97
2018-07-20 21:00:00,0.10900678497248634,0.23506402045291955,4398.0,7344.99,7375.0,7321.77,147.05,1080813.42,7349.99
2018-07-20 22:00:00,0.10832154132262885,0.24604585086842823,3684.0,7350.28,7370.77,7284.48,130.47,957538.97,7300.22
2018-07-20 23:00:00,0.09528614152701649,0.23572697984581573,3691.0,7300.22,7372.2,7276.43,221.74,1624157.14,7359.41
2018-07-21 00:00:00,0.0933235286912038,0.20864850497750845,3541.0,7359.41,7359.41,7305.51,435.78,3191418.87,7330.84
2018-07-21 01:00:00,0.11307970936560656,0.22957918763657537,3973.0,7330.84,7330.84,7212.0,870.94,6330338.54,7237.33
2018-07-21 02:00:00,0.09658274372458275,0.2004882477405005,4107.0,7237.52,7272.82,7222.04,148.68,1077986.74,7260.82
2018-07-21 03:00:00,0.1128373221892612,0.2257256708766154,3546.0,7260.81,7301.55,7255.36,232.07,1691227.04,7276.99
2018-07-21 04:00:00,0.10440665521966554,0.20534172494766,3429.0,7276.99,7292.98,7256.7,99.61,724964.94,7276.7
2018-07-21 05:00:00,0.1217976329133393,0.22545816021356463,3608.0,7276.7,7301.71,7252.01,66.48,483680.98,7301.65
2018-07-21 06:00:00,0.10741531073319543,0.20666120511628086,3556.0,7301.74,7334.74,7286.9,150.87,1102500.41,7322.46
2018-07-21 07:00:00,0.10464420305147851,0.2204195054748561,3672.0,7328.24,7352.42,7305.07,202.44,1483369.93,7343.78
2018-07-21 08:00:00,0.10354493260245629,0.22569615022402867,4264.0,7343.27,7344.99,7311.6,199.19,1459975.45,7322.97
2018-07-21 09:00:00,0.1098208735910409,0.21986457019400601,3827.0,7321.09,7328.12,7297.74,90.87,664644.84,7312.98
2018-07-21 10:00:00,0.11901263145477894,0.21877047037671676,4266.0,7312.99,7339.49,7307.06,70.72,518060.6,7323.96
2018-07-21 11:00:00,0.10593457957705563,0.21222636737527462,3937.0,7320.01,7333.74,7281.42,358.36,2614648.61,7286.96
2018-07-21 12:00:00,0.09928269927455888,0.19453921211553568,4589.0,7286.95,7321.05,7281.55,126.68,923983.24,7313.47
2018-07-21 13:00:00,0.11923258790066131,0.21638568264272276,4439.0,7307.09,7357.25,7293.04,156.19,1145572.08,7340.29
2018-07-21 14:00:00,0.10098612445382547,0.2016477467970073,4529.0,7340.99,7370.0,7340.0,250.54,1843444.5,7356.01
2018-07-21 15:00:00,0.10157389389702721,0.202950967384158,4902.0,7352.0,7380.66,7345.26,182.97,1347541.91,7350.68
2018-07-21 16:00:00,0.09641253371676677,0.21278828120634385,4833.0,7350.68,7413.2,7336.59,196.62,1453185.74,7390.67
2018-07-21 17:00:00,0.0995958974354282,0.20680878531929076,4700.0,7389.98,7429.79,7382.99,156.83,1161130.54,7399.97
2018-07-21 18:00:00,0.10905814218071068,0.22951690316149903,4210.0,7397.18,7428.78,7371.93,170.1,1258317.25,7410.33
2018-07-21 19:00:00,0.07858763234272367,0.2569517234589236,4097.0,7405.12,7443.33,7405.11,87.93,653121.75,7432.99
2018-07-21 20:00:00,0.1113174433622039,0.2267321518306913,3831.0,7433.99,7449.66,7393.01,80.07,594254.35,7424.99
2018-07-21 21:00:00,0.11224272657066275,0.23438750080921497,3591.0,7418.61,7458.0,7409.56,69.65,517298.07,7414.2
2018-07-21 22:00:00,0.09651080685798608,0.21117207476044,3859.0,7414.2,7430.16,7395.22,26.6,197235.09,7412.56
2018-07-21 23:00:00,0.10581036678100333,0.20383254887140026,4054.0,7412.56,7425.0,7396.83,29.27,216812.48,7415.57
2018-07-22 00:00:00,0.10194283543860032,0.21383450044430183,4367.0,7424.99,7425.0,7400.8,26.13,193732.87,7409.92
2018-07-22 01:00:00,0.1040755127249144,0.21786207321381515,3273.0,7398.16,7449.67,7336.15,268.23,1981138.35,7446.98
2018-07-22 02:00:00,0.1152619306152038,0.2088211541143237,3301.0,7446.45,7478.0,7422.96,110.05,820165.37,7472.39
2018-07-22 03:00:00,0.1194643276315172,0.2178897738159717,3235.0,7476.54,7486.04,7418.44,182.77,1363437.32,7433.53
2018-07-22 04:00:00,0.12050623290831733,0.22002535380158078,3241.0,7425.0,7430.16,7398.44,140.51,1041527.4,7408.48
2018-07-22 05:00:00,0.1350877194600542,0.23946630493812396,3096.0,7415.96,7415.96,7358.61,249.65,1843379.84,7394.89
2018-07-22 06:00:00,0.1262987140367526,0.245820422036782,3177.0,7389.1,7405.99,7365.0,117.91,870528.63,7404.89
2018-07-22 07:00:00,0.11411391234579984,0.2309179823335156,3383.0,7398.32,7405.55,7365.02,36.81,271870.33,7385.51
2018-07-22 08:00:00,0.11418540423608992,0.2216572789009823,3891.0,7393.17,7404.43,7380.5,90.13,666107.38,7388.59
2018-07-22 09:00:00,0.12278375136149591,0.2023395371945722,3863.0,7395.69,7462.42,7388.63,175.52,1304602.31,7442.52
2018-07-22 10:00:00,0.11977810676752554,0.21598897881516124,4253.0,7440.53,7455.01,7428.55,73.56,547357.24,7442.6
2018-07-22 11:00:00,0.10547037658357916,0.2006770907117357,4474.0,7434.3,7460.0,7426.63,102.93,766518.15,7447.7
2018-07-22 12:00:00,0.12202057407182905,0.20553985614888104,5258.0,7456.45,7468.31,7442.69,63.61,474263.13,7450.98
2018-07-22 13:00:00,0.09292394764555745,0.20145485862793946,4573.0,7450.88,7457.59,7427.11,84.88,631847.95,7429.06
2018-07-22 14:00:00,0.08671733818551153,0.18255175859268646,4850.0,7427.3,7486.98,7427.3,145.01,1081758.53,7459.55
2018-07-22 15:00:00,0.08965528482891023,0.183903537238312,4655.0,7459.56,7515.0,7449.75,288.01,2155953.39,7481.92
2018-07-22 16:00:00,0.10648621710232598,0.20488575993511304,5139.0,7481.92,7551.94,7481.92,687.13,5175198.38,7526.63
2018-07-22 17:00:00,0.10659364491955034,0.206219169508721,4769.0,7526.64,7544.93,7479.0,179.9,1352034.77,7517.17
2018-07-22 18:00:00,0.08911612480432447,0.20697637765328827,4332.0,7517.26,7523.37,7481.54,66.57,499181.8,7497.72
2018-07-22 19:00:00,0.08788718672766556,0.1950247629306966,4146.0,7493.03,7533.41,7493.03,75.79,569715.5,7508.51
2018-07-22 20:00:00,0.09081366743628874,0.20768423288149673,3764.0,7508.57,7535.0,7501.19,237.26,1784881.96,7520.01
2018-07-22 21:00:00,0.10586384162224395,0.21782724942968124,4331.0,7523.21,7546.99,7515.97,230.22,1734329.47,7520.0
2018-07-22 22:00:00,0.11126556695736717,0.2349190790601346,4033.0,7522.36,7581.03,7338.91,968.69,7187218.03,7365.92
2018-07-22 23:00:00,0.10922222548953939,0.2087997272094735,3853.0,7375.99,7423.2,7340.23,308.61,2278158.96,7406.09
2018-07-23 00:00:00,0.10475577050207723,0.1975975491182442,3461.0,7402.32,7413.97,7376.32,224.23,1658642.03,7396.6
2018-07-23 01:00:00,0.11149394600059791,0.212647853168363,3535.0,7393.5,7474.01,7369.86,609.63,4524224.24,7465.43
2018-07-23 02:00:00,0.11047602335988127,0.22075716985714774,3452.0,7465.68,7520.0,7448.82,217.97,1631448.96,7518.64
2018-07-23 03:00:00,0.09511737513819504,0.20342365895426537,3986.0,7518.64,7673.0,7511.86,1669.28,12700066.1,7637.22
2018-07-23 04:00:00,0.09786054067564111,0.1928907161786437,4245.0,7637.22,7648.99,7606.21,210.54,1605740.75,7629.49
2018-07-23 05:00:00,0.11115644692094986,0.19892366004931056,4420.0,7626.27,7707.68,7623.62,691.15,5300988.05,7679.95
2018-07-23 06:00:00,0.0930190659985257,0.1914312574946213,3764.0,7675.71,7678.69,7628.58,221.08,1691646.71,7649.09
2018-07-23 07:00:00,0.09844149580000178,0.2127421874307118,4030.0,7649.99,7703.83,7644.1,456.85,3505971.91,7680.0
2018-07-23 08:00:00,0.1032116792203447,0.20561868482535076,5550.0,7679.99,7786.92,7647.99,1135.38,8779071.84,7749.51
2018-07-23 09:00:00,0.08239309692567295,0.20248244219901074,5773.0,7749.51,7761.93,7678.7,494.54,3814472.79,7710.6
2018-07-23 10:00:00,0.0935212329017346,0.18504442677479818,5171.0,7711.42,7721.77,7666.59,385.52,2967772.35,7711.08
2018-07-23 11:00:00,0.10625135285351818,0.1971017527934391,5196.0,7716.81,7717.2,7670.0,269.5,2072539.69,7692.32
2018-07-23 12:00:00,0.113248706472941,0.227611147137981,5627.0,7692.46,7711.99,7644.14,373.01,2865394.65,7683.28
2018-07-23 13:00:00,0.09681735481146139,0.20133591857355834,5724.0,7683.28,7716.81,7660.0,223.22,1715839.95,7699.99
2018-07-23 14:00:00,0.08262967845476092,0.21096312091455532,6166.0,7699.99,7728.86,7695.74,438.37,3380900.33,7716.09
2018-07-23 15:00:00,0.09774247097918552,0.2200634400549309,5847.0,7716.09,7721.77,7680.51,442.38,3409098.97,7694.43
2018-07-23 16:00:00,0.09576028411968329,0.21172021045644548,5821.0,7694.56,7740.0,7687.49,828.8,6400465.69,7716.45
2018-07-23 17:00:00,0.09950865597332739,0.23053129702339756,5665.0,7719.99,7740.0,7701.99,592.3,4577037.35,7733.59
2018-07-23 18:00:00,0.0932363588627437,0.2090972509522472,5399.0,7733.59,7749.0,7707.39,324.45,2505429.39,7728.37
2018-07-23 19:00:00,0.09243442142842846,0.2301853582351032,5606.0,7727.4,7800.0,7638.03,1396.32,10800309.53,7735.53
2018-07-23 20:00:00,0.08816379064295315,0.22017791032853326,5420.0,7736.08,7800.0,7724.5,514.3,3993228.42,7744.19
2018-07-23 21:00:00,0.10728226544791052,0.23563579471332594,5164.0,7746.99,7763.59,7690.16,237.63,1836633.86,7706.0
2018-07-23 22:00:00,0.09449302248273747,0.271796113269155,4646.0,7699.13,7759.99,7690.5,63.31,489000.25,7750.09
2018-07-23 23:00:00,0.0742455916391433,0.2316396917419365,4455.0,7754.57,7777.0,7715.45,280.46,2173424.81,7722.32
2018-07-24 00:00:00,0.08086966898267806,0.2193670741288557,3862.0,7722.95,7730.61,7690.17,496.48,3830571.66,7719.62
2018-07-24 01:00:00,0.09071721460745699,0.2126255809666524,4620.0,7712.46,7727.7,7691.14,163.99,1264085.79,7723.22
